year,id,serial_number,title,submission_type,primary_category,secondary_category,confidence,reasoning,abstract
2026,1419408,97,MetSTAC: Building STAC Catalogs for Machine‑Learning‑Ready Data,Poster & Lightning Talk,Research,Software,Medium,"MetSTAC is built for meteorological/climate ML data at the Met Office, but the approach and tool are cross-cutting metadata infrastructure applicable to any data-intensive domain, centering on FAIR principles and STAC standards.","Machine learning workflows depend on access to large and well described datasets, yet locating these datasets remains a significant barrier to development. Whilst we have the tools required to build these datasets, they are often forgotten or lost, leading to duplicated effort. Within the Met Office, data used for machine learning spans multiple storage systems and formats, making discovery and reuse difficult.
The ML Datasets team has adopted the SpatioTemporal Asset Catalog (STAC) standard as a common metadata layer for machine learning ready meteorological and climate data. This poster presents MetSTAC, a Python library developed to generate STAC catalogs for complex scientific datasets without requiring data duplication or format changes.
We show how MetSTAC supports automated metadata extraction and template driven catalog generation for both gridded NetCDF data and cloud optimised Zarr stores. The poster demonstrates how STAC catalogs provide a single, discoverable view of datasets distributed across local and cloud platforms, enabling users to search and assess data suitability quickly and easily.
By aligning with FAIR data principles (Findable, Accessible, Interoperable, and Reusable) MetSTAC illustrates the role of research software engineering in building sustainable metadata infrastructure. While developed in a meteorological context, the approaches demonstrated are applicable to other data intensive scientific domains facing similar discovery and reuse challenges."
2026,1419125,86,Cloud Cybersecurity for Research Engineers,Walkthrough,Software,N/A,High,"Cross-cutting best practices for cloud cybersecurity applicable to RSEs broadly, not tied to a specific research domain despite the patient data example.","The availability of large datasets and breakthroughs in machine learning have had a profound impact on how modern science is conducted. Once the preserve of computer science, large-scale compute has become a universal requirement across research fields from astrophysics to zoology. This has created a huge demand for computing infrastructure within research institutions, where academics often compete for scarce resources. 
Cloud computing offers a viable alternative. Cloud platforms such as Azure, Google Cloud and AWS offer researchers abundant pay-as-you-go computing resources at competitive prices, without the need to buy hardware or manage software. This flexibility is welcome, but comes with the caveat that operating in the public cloud means working on the open internet without professional IT support. Without appropriate measures, conducting scientific research on the internet exposes researchers and their institutions to security threats that, in the worst-case, could end in sensitive data leaks and ICO fines. 
In this walkthrough, we will showcase best practices for performing research on the public cloud securely, using a motivating example of patient data analysis performed on Azure. We will cover: 
Improving user authentication with 2FA and password protocols.
Protecting your virtual network using a firewall.
Using a remote desktop gateway for accessing virtual machines securely.
Limiting access to protect cloud storage.
Using secrets for managing and sharing sensitive information.
Monitoring cloud resources for threat detection."
2026,1419134,87,From Antibody Clones to DNA Order: RSEs Streamlining Biologics Discovery,Poster & Lightning Talk,Research,Software,High,"This is about software built for a specific domain (antibody cloning/biologics discovery), a domain-specific workflow automation. Cannot be explained without naming the discipline.","High-throughput biologics discovery workflows often rely on fragmented tools, ad hoc processes, and manual data handling across laboratory and computational systems. As antibody cloning projects scale, these disconnected workflows can introduce bottlenecks, increase the risk of human error, and make reproducibility and traceability difficult to maintain.
This poster presents how Research Software Engineers collaborated with scientists to streamline high-throughput antibody cloning and DNA ordering workflows within a biologics discovery pipeline. The work focused on automating sequence processing, metadata validation, construct tracking, and DNA order generation, reducing manual intervention while improving consistency across experiments.
The project demonstrates how RSE practices can support the research journey by transforming evolving laboratory processes into scalable and maintainable research infrastructure. The poster will showcase the transition from fragmented workflows toward an automated pipeline designed to support reproducibility, auditability, and efficient collaboration between computational and laboratory teams.
Attendees will gain insight into practical approaches for workflow automation in research environments where scientific and software processes intersect, alongside lessons learned from balancing flexibility, usability, and software quality in a rapidly evolving discovery setting."
2026,1416438,55,Slurm prioritisation and how to avoid jobs queuing forever while getting more through the system,Talk,Software,N/A,High,Talk is about Slurm job scheduling on HPC systems — a general-purpose cross-cutting tool/technique applicable across research domains.,"Twenty-five percent of the Top500 (the 500 largest High-Performance Computers (HPCs) in the world) are used at academic institutions to drive a range of computational research from AI to fusion to radiotherapy. 90% of these systems, along with many UK HPCs, use the Slurm Workload Manager to schedule jobs run on the system through a queueing system. Slurm is 500,000 lines of code with a dozen different ways to affect job priority and queue position, where shaping your job the wrong way can leave it stranded in the queue delaying your research. I have had the opportunity to study the way Slurm jobs queue and I can now share what and how I've learned about how Slurm prioritises jobs while designing the University of Sheffield's HPC High-Priority Service. Together we'll:
explore how Slurm decides what to run next using multidimensional Tetris;
discover backfilling and its limits;
learn of the 7 types of priority;
investigate how ""fair"" FairShare really is;
see when to let it cook; and
learn how this can apply to the HPC you use.
Come away from this presentation with the tools to understand Slurm job queueing and techniques to help craft your job to queue quickest."
2026,1416445,56,"Automatic Transcription: Building a Safe, On-Premises Service for Sensitive Research Data",Talk,Software,Community,Medium,"Scriber is a general-purpose transcription service applicable across qualitative research domains, focusing on software engineering, deployment, and institutional integration rather than a specific scientific question. Strong community/institutional translation angle as secondary.","Automatic transcription has become essential to qualitative research, but mainstream commercial services rely on cloud pipelines unsuitable for recordings covered by institutional information governance. Without sanctioned alternatives, researchers default to consumer tools and universities absorb the risk.
This talk describes how the University of Sheffield moved from a recurring pattern of unresolvable support tickets to delivering Scriber: an open-source, on-premises transcription service that processes sensitive audio and video without data leaving institutional infrastructure.
We follow the full journey: scoping researcher needs; navigating Information Security and Data Protection Office assessments; securing prioritisation in the IT Services delivery plan; prototyping and user-testing with qualitative researchers; writing end-user documentation; integrating with the IT Support Helpdesk so researchers have a recognised route when something goes wrong; and scaling horizontally across virtual machines.
The architectural commitment that made this possible was integrating directly with the existing Research Storage service: researchers deposit files in their usual storage and collect transcripts there. No web application, no separate data store, no data movement outside sanctioned systems. Scriber orchestrates OpenAI Whisper via rootless Docker containers as a background systemd service on a university-managed virtual server. Researchers drop a file into a folder and collect a transcript — no new accounts, no cloud, no specialist knowledge required.
The central argument is that delivering Scriber was an act of institutional translation, not solely software development. It exercises the research-understanding strand of the RSE career path alongside the technical. Scriber is open source; attendees are encouraged to adapt it for their own institutions."
2026,1408818,40,Research Software Engineering and Fault-tolerant Quantum Computing,Talk,Research,Community,Medium,"This talk is about how software engineering (including RSE) is applied to build quantum computers at a specific company, focusing on a specific domain (quantum computing hardware/software). It's domain-specific research software, though it also touches on RSE career accessibility.","Oxford Quantum Circuits (OQC) is a full-stack quantum hardware and software company employing a diversity of skillsets to build quantum computers from the ground up and deploy them into data centres around the world. Quantum computing is often viewed as an esoteric, highly specialised field where a PhD in Quantum Computing is an entry requirement. In this talk we will explore how OQC leverages traditional software engineering skills, including research software engineering, to build the next generation of fault-tolerant quantum computers the world will depend on. I hope to convince you that quantum computing is an accessible field for RSEs and highlight the opportunities which will push the quantum revolution forward."
2026,1416676,57,A pitch for sustainable career pathways for digital research technical professionals (dRTPs),Poster & Lightning Talk,Community,N/A,High,"This is about career pathways, retention, and professional development for RSEs/dRTPs at a university—clearly about people and the profession.","The growth of the Advanced Research Computing team at the University of Birmingham from ten to over forty members over a period of eight years illustrates the value provided to the University’s research, particularly as research grants have directly funded much of this growth. However, these highly skilled staff have suffered from unclear or time-consuming pathways to advance their careers, through ad-hoc regrading or by applying for new posts at a more senior level. As a result, only 32% of Advanced Research Computing respondents in a recent survey “understand how the university can support their career aspirations,” and this uncertainty leads to costly turnover. As a result, we developed and presented a business case recommending a career framework and promotion pathway to IT Services leadership. In this pitch, we justify our recommendation by outlining how reduced retention of dRTPs compromises the University’s research strategy. We also provide an outline of the finance implications and risks of implementing the scheme and how we plan to mitigate them. While developing the pitch, we identified common themes and risks through discussions with dRTPs across different universities. In this poster, we will describe our business case as a blueprint on how to find common ground between dRTPs’ career aspirations and the University’s priorities and HR and finance concerns. By sharing our ideas, successes, and failures, we hope to share strategies with the community on persuading higher education institutions to make dRTP roles more sustainable, fulfilling, long-term careers."
2026,1385885,19,PyEarthTools: Accelerating the use of machine learning for reproducible environmental science,Walkthrough,Research,Software,High,"PyEarthTools is a domain-specific tool built for environmental science ML pipelines, tied to that discipline's data patterns.","Machine learning opens up many new opportunities in environmental science, through discovering new insights from data to reduced costs of simulation. However a lot of environmental data does not work “out the box” with standard machine learning tools. As a result researchers need to spend a lot of effort into custom data pipelines for each problem. As the field has matured common usage patterns have emerged. PyEarthTools aims to provide common functionality for the use of ML in environmental science research that enables researchers to quickly build shareable, reproducible ML pipelines for training and inference that can run on many different platforms. A key focus is on enabling common patterns of data access and transformation required for ML. We will demonstrate how a domain specific tool that implements common domain patterns in data and functionality can greatly accelerate research and make it easier to follow FAIR principles. In encapsulating expert knowledge into components and pipelines, this can also make it easier for data scientists and experts from other domains to incorporate environmental science data into their work."
2026,1419493,103,Building a Reproducibility Check Service for Computational Research,Talk,Community,Software,Medium,"This talk describes an institutional service/initiative for reproducibility checks across research outputs, focusing on cross-cutting reproducibility practice and RSE team implementation recommendations. It's about a profession-wide/institutional initiative rather than a specific tool or scientific domain.","Reproducibility remains a persistent challenge in computational research, despite increasing requirements from journals for authors to share underlying software and data. While such policies are a step forward, they do not guarantee that published results can be independently reproduced.
In this talk, we present the Reproducibility Check initiative, developed by the TU Delft Digital Competence Center (DCC) in collaboration with 4TU.ResearchData repository. The initiative targets TU Delft researchers who deposit the software and data underlying their publications in 4TU.ResearchData. Deposits are screened and authors are invited to participate in a reproducibility check, in which RSEs from the DCC attempt to reproduce the published results using the CODECHECK process (Nüst and Eglen, 2021).
We will share insights from the pilot phase, running since spring 2025, highlighting common challenges and strategies to address them, including approaches to engaging researchers and lowering participation barriers. Based on these experiences, we provide recommendations for institutions and RSE teams interested in implementing similar initiatives."
2026,1419276,90,From reinventing the wheel to building bicycles,Poster & Lightning Talk,Community,N/A,High,"This is about mapping DRI-funded skills/people initiatives across research councils to foster collaboration—clearly about the profession, funding landscape, and community coordination rather than a specific tool or research domain.","There has been a lot of investment in skills and people through a number of DRI initiatives in recent years, across multiple research councils. As a result there have been a number of ovelapping proposals funded either simultaneously or immediately proceeding each other, often with limited visibility of each other. My SSI Fellowship is focusing on identifying what projects have been and are currently funded, and mapping the synergies between them. The aim of which is to share lessons learnt and spark collaboration to move forward together more efficiently than working independently. The poster will be a visual representation of the projects and synergies identified."
2026,1418869,75,Porting GLASS to the Python Array API: A Clear View to GPU Portability.,Poster & Lightning Talk,Research,Software,Medium,"GLASS is a cosmology-specific library for galaxy surveys, so the work is tied to a research domain, though the talk emphasizes general porting techniques (Array API, GPU portability) applicable more broadly.","GLASS is a Python library designed to generate full-universe cosmological simulations for large-scale galaxy surveys. Historically, the use of NumPy has been essential to GLASS’ success, allowing rapid development and integration with a wide range of existing cosmological software. However, as simulation demands grow and high-performance computing shifts towards GPU-heavy architectures, GLASS must evolve to support these workloads. As NumPy was not designed for non-CPU devices, it now poses a significant bottleneck to this evolution. To overcome this, we are porting GLASS to the Python Array API, decoupling the library from NumPy and enabling native GPU execution. By adopting this standard, we are expanding GLASS to support all Array API-compliant libraries, broadening its ecosystem and utility. This transition involves managing varying levels of Array API maturity across libraries and optimising core scientific models for GPU parallelism. The resulting GPU-enabled GLASS provides a significant performance boost whilst remaining performant on CPUs, facilitating seamless integration with GPU-native workflows, and enabling advanced techniques like auto-differentiable simulations via JAX."
2026,1419302,91,Accelerating Machine Learning Research in Fusion Through a Pydantic‑Centred Human‑in‑the‑Loop Architecture,Poster & Lightning Talk,Research,Software,High,"The talk describes a domain-specific annotation platform (TokTagger) built for nuclear fusion tokamak diagnostic data, purpose-built for a specific scientific need. While it uses general tools (Pydantic, Ray, MongoDB), the artifact is clearly tied to fusion research.","Training high-performing ML models requires large volumes of high quality, labelled data. While nuclear fusion experiments generate extensive datasets – JET produced 105,929 pulses, each with more than 10GB of raw data [1] – much of this data lacks the annotations necessary for effective ML training. Retrospective annotation is both challenging and time consuming, as domain experts lack the appropriate tools to effectively label historic pulses.
To address this challenge, RSEs and domain experts have collaborated to develop an open-source human-in-the-loop annotation platform for labelling tokamak diagnostic data [2]. This combines a web-based user interface and a REST API built around data models defined using Pydantic [3], with validated annotations stored in a MongoDB [4] database for later reuse. The modular design supports multiple data access layers from different machines, with simple integration of new sources.
Custom ML models can be defined by the user, with training and prediction tasks scheduled via the UI and executed using Ray [5]. These reduce the workload for scientists, who can focus on refining model predictions rather than labelling from scratch. This demonstrates how infrastructure co-developed between RSEs and domain experts, focussed on data validation, extensibility and reusability, plays a key role in the research journey.
[1]: Vega, J., et al. ""New developments at JET in diagnostics, real-time control, data acquisition and information retrieval with potential application to ITER."" Fusion Engineering and Design 84.12 (2009): 2136-2144. 
[2]: TokTagger. https://github.com/ukaea/toktagger 
[3]: Pydantic. https://github.com/pydantic/pydantic
[4]: The MongoDB Database. https://github.com/mongodb/mongo
[5]: Ray. https://github.com/ray-project/ray"
2026,1418946,79,From Model to Scenario Engine: A Reproducible ABM for UK Net Zero Analysis,Talk,Research,Software,Medium,The talk centers on transforming an ABM for UK Net Zero policy analysis - a specific domain application - though it also emphasizes general software engineering practices for stochastic ABMs that could apply broadly.,"Agent-based modelling (ABMs) has increasingly been used to study socio-economic transitions. These computational models feature heterogeneous agents, decision-making, and feedback effects that are difficult to capture in aggregate models. Yet, these features that make ABMs valuable also make them hard to reproduce and evaluate as research software, especially when stochastic behaviour is involved. 
In this talk, we share the software engineering effort to transform a baseline ABM for macroeconomic analysis into a tool for comparing UK Net Zero policy intervention scenarios. The methodology combines design choices, including:
Coding economic shocks targeting different economic markets
A UK-specific data pipeline
Monte Carlo simulation (MC)
Reproducibility controls
Visualisation dashboards
Simulation-based inference (SBI)
We show that a more straightforward separation of the main logic from scenario interventions in the code makes it easier to test, maintain, and extend with new economic behaviours. We also explain scenario uncertainty with MC and SBI. Finally, we discuss how dashboards make outputs easier to inspect and compare for both technical and non-technical audiences.
Although the work is motivated by UK Net Zero policy analysis, the broader contribution is a dialogue of software engineering practices for making large-scale stochastic ABMs more credible and reusable as research software. The talk will be relevant to anyone working on computational models where scientific value depends as much on implementation rigour as on the underlying theory. In addition to making the ABM applicable to policy analysis, we argue that the design choices improve the model's implementation, enabling better software quality assessments."
2026,1418959,81,FORGE: tackling four decades of technical debt in an operational forecasting system,Talk,Software,Research,Medium,"The talk centers on modernizing ECMWF's forecasting system (weather/climate domain-specific software), but the focus is on cross-cutting RSE practices: testing strategies, CI/CD, open-sourcing, and technical debt management. Since it's explicitly framed as a case study for the RSE community with generalizable lessons, Software leads, but the domain-specific nature makes Research a strong secondary.","ECMWF's Integrated Forecasting System (IFS) has been in continuous development since the 1980s. It runs operationally every few hours, drives medium-range forecasts used across Europe, and underpins climate reanalyses and emerging hybrid AI–physics models. It also carries four decades of technical debt, must adapt to GPU-accelerated and external HPC platforms, and is being progressively open-sourced. 
FORGE — Forecast System Regeneration — is a medium-term programme to modernise this codebase: tackling the technical debt, refactoring model and data structures, improving the supporting software stack, and easing deployment beyond ECMWF.
This talk gives an overview of FORGE and uses it as a case study, focusing on two strands of possible interest to the RSE community: (1) a layered testing strategy spanning unit tests, integration tests, and CI on full forecast experiments — with a planned end-to-end clone of the operational suite as the basis for continuous deployment; and (2) the open-sourcing of operational forecasting software, supported by governance improvements: clearer code ownership, review processes, automated linting, and joint development with our Member States.
We share what we've learned so far. Persuading the organisation that technical debt was worth addressing was a significant step. Finding time for debt work amid pressure to deliver new science remains hard, and the debt itself makes things slower. We are experimenting with agentic AI code-generation for behaviour-preserving refactoring as something that might help — using the test harness as the safety net that makes faster, more automated cleanup possible.
A companion talk by Kipling et al. covers FORGE's workflow-orchestration strand."
2026,1418966,83,Detecting novel biothreats from global news with AI – from research to production deployment in the Cabinet Office National Situation Centre,Talk,Research,Software,Medium,"The talk centers on a domain-specific tool (Biothreat Media Analyser) built for biothreat detection, but emphasizes generalizable patterns for productionising AI research. It's a case study of a specific application, making it Research, with Software as secondary due to the transferable engineering lessons.","The National Situation Centre (SitCen), part of Cabinet Office Briefing Rooms (COBR), are responsible for alerting government to potential new biothreats as soon as they emerge. Worldwide news stories are a vital signal for early stage novel disease detection, however the volume of data makes manual review impossible.

In this talk, we will present Biothreat Media Analyser (BMA), a collaboration between STFC Hartree Centre and SitCen which uses frontier embedding models to continuously analyse news stories from around the world, flagging potentially novel biothreats. This collaboration involved RSEs, data scientists, and data engineers from STFC and SitCen. We will discuss the journey of this project from initial ideation and investigation through research and exploration all the way to implementation, iteration, and production deployment.

We will tell the story of this project and the critical role that RSEs played from start to finish. We will cover:
The project journey, from ideation to production.
The ongoing collaborative two-way relationship between the data scientists doing the research and the RSEs turning it into production code.
Architectural decisions necessary to adapt the research from notebooks analysing static data to algorithms running continuously on live data, including the associated trade-offs.
Lessons from delivering research software into a high-impact, high-stakes, information-sensitive government department.
We aim to give attendees concrete patterns for productionising AI research and an understand of what it takes to turn research into operationally trustworthy production infrastructure used in critical decision-making."
2026,1418132,73,HPCRSE@RSECon26: 5th annual meeting of the HPC RSE community,Birds of a Feather,Community,N/A,High,"This is a SIG meeting focused on community-building among HPC RSEs, peer support, and networking within the profession.","This event is organised by the HPC RSE Special Interest Group (SIG) to bring together the community of RSEs working in High Performance Computing (HPC) and Digital Research Infrastructure (DRI). The community covers a range of RSE roles from development of research software to support of HPC facilities, providing support to researchers. Our objectives are to provide peer support across the RSE HPC community, share experience and best practice, foster an open, self-sustaining community,  collaborate with other, associated communities and organisations and give the community an opportunity to steer the activities of the SIG.
We aim in our session to be open and inviting to create a forum for network building and provide peer support to HPC RSEs: particularly those new to the HPC area and those working without support from a large RSE group.
The event will be one session, which will be about facilitating discussion amongst the community and will use lightning talk as “seedcorn talks” as the starting topic. These topics will be able to be discussed from a technical, services and training/community view.
To help facilitate the involvement we will use sli.do to enable involvement from both remote and in-person participants."
2026,1421906,210,A pragmatic Approach to Technology Selection for RSEs: Lessons from iDiabetes,Talk,Software,Research,Medium,"The talk uses a specific diabetes clinical trial platform (iDiabetes) as a case study, but its core message is about general RSE practice around technology selection, sustainability, and decision-making. The lessons are cross-cutting for RSEs, though grounded in a domain-specific example.","Digital technologies are rapidly reshaping clinical trials, enabling fully remote and data-
intensive studies through web/mobile applications, wearable devices, and integrated health
systems. As a result, clinical trial platforms have become complex software systems, placing
Research Software Engineers (RSEs) at the centre of both development and critical decision-
making around technology selection.
In this talk, I share practical lessons from developing the iDiabetes platform at the University
of Dundee, a digital clinical trial system for diabetes management. I explore how choosing a
technology stack in this context goes beyond identifying the “best” tools and instead
involves navigating real-world constraints such as existing team expertise, institutional
practices, licensing models, cost, and strict healthcare regulations.
Through this case study, I will highlight common challenges including integration of
heterogeneous data sources, sustainability of research software, and the long-term
consequences of early technical decisions without fully understanding the domain specific
context of the project. I will also reflect on the evolving nature of research software as
dynamic, exploratory, and tightly coupled to project lifecycles.
The talk argues that effective technology selection in RSE is a process of informed
compromise rather than optimisation. By sharing these experiences, I aim to provide RSEs
with practical insights for making context-aware, sustainable technology choices in high-
stakes research environments such as digital clinical trials."
2026,1421920,211,Reproducibility without compromise: Guix and ravanan,Talk,Software,N/A,High,Introduces general-purpose reproducibility tools (Guix package manager and ravanan CWL workflow engine) applicable across research domains.,"We have a reproducibility crisis. Workflows that work on one machine at one time do not work elsewhere or later. Package managers like conda make it easy to install packages on different machines, but cannot help with reproducibility. Docker/Singularity images capture the software environment precisely, but do so by ""shrink-wrapping"" and leave us with a blob that needs to be stored forever more.

Modern software has accrued incrementally over many decades and has become incredibly complex—a Gordian knot. Programming language-specific package managers (such as pip, cran, Julia's Pkg, etc.) appear to work well but choke up when dealing with multiple programming languages—the unavoidable reality of modern software environments. We need new tools that can straddle programming language boundaries seamlessly and describe workflows precisely.

In this talk, I will introduce Guix and ravanan. Guix is a purely functional package manager that provides strong bit-level reproducibility guarantees and can control the software environment precisely all the way down to the lowest-level system libraries. ravanan is a Common Workflow Language (CWL) implementation that builds on Guix, bringing the same reproducibility guarantees to workflows and providing strong caching. ravanan caches not just on the workflow inputs and parameters but also on the complete software environment. A tiny change deep in the dependency graph invalidates the right cache entries and recomputes just the necessary steps—like a ""make"" that never needs a ""make clean""."
2026,1421020,161,"RSEs as trainers – the who, why and how of providing digital research skills training",Birds of a Feather,Community,N/A,High,"This BoF focuses on RSEs as trainers, their career paths, institutional recognition, and community models for delivering training — clearly about people and profession.","RSEs often provide training for researchers and dRTPs at their local institution in the digital research skills used in their own work. These courses cover a diverse range of topics, from beginners' language courses, to software architecture and efficiency, to specialised tools and platforms like HPC, AI and domain-specific packages. There are ongoing works to raise awareness of the broad skillset that RSEs and researcher-coders need in order to create good quality, sustainable research software (e.g. DIRECT framework), as well as sharing and evaluating existing training resources.
This BoF aims to gather RSEs who are interested or involved in providing training and to take a step back from the day-to-day rush of delivering content for a wider view. In small group discussions, we will tackle topics such as the process of running a training service that meets the needs of your audience throughout their research journey, the lifecycle of an individual course, and how training is valued and supported at different institutions.
As RSE and dRTP groups grow, opportunities arise to specialise in certain technologies or domains. We will discuss whether providing training is seen as a general duty of all dRTPs, a specialism taken on by a keen few, or a distinct career path. By sharing the attitudes and models of different institutions, we will consider how we can increase recognition of the value that a well-resourced and supported training service can give to researchers and institutions as well as funders and industrial partners."
2026,1421073,162,Hands-on with DashVERSE: Building and Customizing Research Software Quality Dashboards,Workshop,Software,Community,High,"DashVERSE is a general-purpose, cross-cutting tool for monitoring research software quality and FAIR compliance, applicable across domains. It's a workshop about a software tool for RSEs as a population.","As research software scales in complexity, tracking its quality, sustainability, and compliance with best practices is a major challenge for RSEs. The EVERSE project has developed DashVERSE, a customizable dashboard solution designed to monitor and visualize research software quality assessments.
This interactive workshop offers a practical walkthrough of the DashVERSE ecosystem. Participants will gain hands-on experience transforming abstract quality metrics into actionable insights. We will guide attendees through a complete workflow: deploying a local instance of DashVERSE, connecting software repositories to run automated quality assessments, and interpreting the visual widgets populated by the assessment data. Finally, participants will learn to customize preconfigured dashboards and tweak quality indicators to fit their specific domain or institutional needs.
Whether you are an RSE seeking to monitor code health, a maintainer enforcing FAIR principles, or a project lead needing high-level overviews, this workshop will equip you with a powerful open-source tool to promote software excellence within your research community."
2026,1419895,109,"From research models to a journalist's browser: an RSE story from a 140,000-user verification tool",Talk,Research,Software,Medium,"Case study of a specific tool (Verification Assistant) built for journalists/fact-checkers to combat disinformation using NLP classifiers - this is a domain-specific application (journalism/verification), making it Research. Secondary is Software since it also discusses architecture, APIs, and RSE practices for maintaining research software.","Disinformation and false content produced by generative AI often moves faster than journalists, fact-checkers and human rights defenders can verify. Across a decade of EU-funded projects - InVID (2016–2018), WeVerify (2018–2021), and vera.ai (2022–2025) - research groups have produced a steady stream of natural language processing (NLP) classifiers for persuasion techniques, subjectivity, AI-generated text, and more. Individually, each is a valuable research output. Yet together, they were unusable in a journalist’s daily workflow, being spread across papers, demos, and APIs that couldn’t talk to each other.
The solution is the Verification Assistant, a component of the Verification Plugin published by Agence France-Presse (AFP), which bridges the “research-to-practice” gap. Maintained by RSEs at the University of Sheffield since 2023, it accepts a URL or media file, extracts content, routes it to NLP classifiers contributed by researchers across the project consortia, and returns one cohesive set of credibility indicators. Despite the vera.ai project ending in 2025, the Assistant and plugin remain in active use and continued maintenance. This is a real-world demonstration of research software outlasting the project that funded it.
This talk uses the Assistant as a case study for what RSEs contribute to the research journey on a multi-institutional project. Without RSE input, journalists would not have access to these cutting edge research outputs to fight the spread of disinformation. I’ll cover the technical side (API services, architecture, software surviving handovers between teams) and the coordination side (working with researchers across institutions, the human side of building something collaboratively)."
2026,1413214,52,Lost in translation? Using the Up Goer Five Challenge to help wonder-driven computer people explain themselves to others.,Talk,Community,N/A,High,"This talk is about communicating and defining the RSE/Digital Research Technical Profession to various audiences, centering on profession identity and visibility - clearly a Community topic.","What is a Research Software Engineer? Explaining this to a semi-technical person is already hard. Now try explaining it to a 95-year-old grandfather who was born in a world where computers were people who performed calculations and the closest thing to a modern computer was an abacus.
But the challenge goes beyond grandparents. How do we communicate what the Digital Research Technical Profession is to a secondary school student who has never heard of it? To a postgraduate who doesn't realise it exists as a career path in its own right? To a manager who funds it without fully understanding it? And perhaps most strikingly, to the many people already doing this work every day who have never had the words to describe what they are?
This is the challenge that inspired our submission at Collaborations Workshop 2026. Born out of a hack day pitch that captured the imagination of the room, we built a living glossary that explains the roles and concepts of the Digital Research Technical Profession using the Up Goer Five challenge which restricts you to only the ten hundred most common words in the English language, as inspired by the XKCD comic by Randall Munroe.
Come and hear how wonder-driven computer people are finding the words to make their profession visible, accessible and impossible to miss. Join us, share your thoughts and help shape what it becomes next."
2026,1421159,165,Zarr-Cesium: Browser-Native Visualisation of Terabyte-Scale Multidimensional Scientific Data Without Backend Infrastructure,Talk,Research,Software,Medium,"Zarr-Cesium is a tool built for environmental/geospatial scientific visualization, tied to a specific domain (environmental sciences, oceanography). However, the library itself is fairly general-purpose for multidimensional array visualization. It leans toward Research due to domain-specific focus (CF-compliant metadata, geospatial).","Environmental sciences increasingly rely on cloud-hosted terabyte-scale multidimensional datasets stored in formats such as Zarr. While cloud-native storage and computation ecosystems have matured rapidly, visualization workflows often still depend on server-side tile generation, raster preprocessing pipelines, and persistent infrastructure. These approaches duplicate data, increase operational complexity, and separate visual products from their underlying scientific datasets.
This talk presents Zarr-Cesium, an open-source TypeScript library that enables interactive visualization of multidimensional Zarr datasets directly in the browser using CesiumJS and WebGL2. The software streams chunked array data from object storage and renders scalar fields, volumetric slices, and animated vector fields entirely client-side, without backend services or tile-generation pipelines.
The presentation will discuss the software architecture and engineering decisions required to make large-scale browser-native scientific visualization practical. Topics include cloud-native data access, multiscale pyramid selection, CF-compliant metadata interpretation, request cancellation strategies, GPU-based rendering pipelines, and performance optimisation for terabyte-scale datasets.
The talk will also reflect on broader Research Software Engineering themes, including reducing infrastructure barriers for scientific dissemination, designing sustainable open-source geospatial software, and enabling reproducible interactive visualisation workflows.
Zarr-Cesium is currently used operationally within the National Oceanography Centre’s AtlantiS visualisation tool and has been released as open-source software to support wider adoption across environmental and geospatial sciences."
2026,1419987,112,UpStacked: A Full-Stack Platform for Inspecting the Evolution of Open-Source Dependencies in Research Software Ecosystems,Poster & Lightning Talk,Software,N/A,High,"UpStacked is a general-purpose tool for monitoring OSS dependency updates, applicable across research software engineering broadly, though it mentions bioinformatics as one domain.","The rapid evolution of open-source software (OSS) dependencies across scientific and software engineering workflows present significant challenges for the maintenance and sustainability of research software. Particularly, RSEs maintaining research software systems must continuously remain aware of updates to OSS dependencies and their downstream implications, as each release could introduce unexpected behavioural changes and security vulnerabilities. However, tools which support the real-time monitoring of OSS updates remain limited, particularly across the diverse range of software engineering frameworks and scientific software tools that RSEs routinely work with. Consequently, RSEs are often required to manually inspect changelogs, which are typically fragmented and accessed through non-intuitive interfaces.
To address this gap, this work presents “UpStacked”, a web application which collates, processes, and visualizes release data from key OSS dependencies to support fast and convenient querying by RSEs. Specifically, the platform’s full-stack architecture ingests and analyses release information for key tools and frameworks across software engineering and bioinformatics. The platform provides change-severity metrics, component-level breakdowns, and LLM summaries to support the rapid inspection of evolving dependencies within research software systems. By improving visibility into OSS dependency evolution, UpStacked aims to support reproducible research software maintenance practices, whilst highlighting the often-invisible software engineering work underpinning modern computational research."
